,1 ADULT,1 ADULT,1 ADULT,1 ADULT,2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),County,State,URL,Unnamed: 0_level_0
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Yell County,Arkansas,https://livingwage.mit.edu/counties/05149,Poverty Wage
2,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Yell County,Arkansas,https://livingwage.mit.edu/counties/05149,Minimum Wage
0,$13.76,$31.15,$39.92,$52.41,$22.99,$27.91,$31.60,$34.34,$11.32,$16.99,$21.88,$26.29,"Fayetteville-Springdale-Rogers, AR",Arkansas,https://livingwage.mit.edu/metros/22220,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Fayetteville-Springdale-Rogers, AR",Arkansas,https://livingwage.mit.edu/metros/22220,Poverty Wage
2,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,"Fayetteville-Springdale-Rogers, AR",Arkansas,https://livingwage.mit.edu/metros/22220,Minimum Wage
0,$13.49,$28.80,$35.67,$45.77,$22.54,$27.47,$31.16,$33.43,$11.19,$15.82,$19.76,$22.98,"Fort Smith, AR",Arkansas,https://livingwage.mit.edu/metros/22900,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Fort Smith, AR",Arkansas,https://livingwage.mit.edu/metros/22900,Poverty Wage
2,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,"Fort Smith, AR",Arkansas,https://livingwage.mit.edu/metros/22900,Minimum Wage
0,$13.37,$28.82,$35.72,$45.23,$22.48,$27.45,$31.14,$32.77,$11.13,$15.83,$19.79,$22.70,"Hot Springs, AR",Arkansas,https://livingwage.mit.edu/metros/26300,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Hot Springs, AR",Arkansas,https://livingwage.mit.edu/metros/26300,Poverty Wage
2,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,"Hot Springs, AR",Arkansas,https://livingwage.mit.edu/metros/26300,Minimum Wage
0,$13.05,$28.13,$34.42,$43.88,$22.59,$27.38,$31.08,$33.28,$10.96,$15.49,$19.13,$22.03,"Jonesboro, AR",Arkansas,https://livingwage.mit.edu/metros/27860,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Jonesboro, AR",Arkansas,https://livingwage.mit.edu/metros/27860,Poverty Wage
2,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,"Jonesboro, AR",Arkansas,https://livingwage.mit.edu/metros/27860,Minimum Wage
0,$13.97,$28.81,$35.49,$45.33,$23.21,$27.66,$31.36,$33.54,$11.43,$15.83,$19.67,$22.76,"Little Rock-North Little Rock-Conway, AR",Arkansas,https://livingwage.mit.edu/metros/30780,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Little Rock-North Little Rock-Conway, AR",Arkansas,https://livingwage.mit.edu/metros/30780,Poverty Wage
2,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,"Little Rock-North Little Rock-Conway, AR",Arkansas,https://livingwage.mit.edu/metros/30780,Minimum Wage
0,$13.12,$27.32,$33.15,$41.43,$22.16,$27.02,$30.71,$32.18,$11.00,$15.08,$18.50,$20.80,"Pine Bluff, AR",Arkansas,https://livingwage.mit.edu/metros/38220,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Pine Bluff, AR",Arkansas,https://livingwage.mit.edu/metros/38220,Poverty Wage
2,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,"Pine Bluff, AR",Arkansas,https://livingwage.mit.edu/metros/38220,Minimum Wage
0,$21.88,$46.59,$58.15,$76.92,$34.27,$41.18,$45.16,$51.65,$17.14,$24.88,$31.16,$38.69,Alameda County,California,https://livingwage.mit.edu/counties/06001,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alameda County,California,https://livingwage.mit.edu/counties/06001,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Alameda County,California,https://livingwage.mit.edu/counties/06001,Minimum Wage
0,$14.36,$34.02,$42.22,$54.92,$26.53,$31.98,$35.95,$39.74,$13.26,$18.59,$23.19,$27.69,Alpine County,California,https://livingwage.mit.edu/counties/06003,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alpine County,California,https://livingwage.mit.edu/counties/06003,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Alpine County,California,https://livingwage.mit.edu/counties/06003,Minimum Wage
0,$16.26,$34.75,$42.82,$55.81,$27.12,$32.83,$36.81,$41.02,$13.56,$18.96,$23.49,$28.14,Amador County,California,https://livingwage.mit.edu/counties/06005,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Amador County,California,https://livingwage.mit.edu/counties/06005,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Amador County,California,https://livingwage.mit.edu/counties/06005,Minimum Wage
0,$15.61,$35.11,$43.82,$57.29,$27.01,$32.55,$36.53,$40.57,$13.50,$19.14,$23.99,$28.88,Butte County,California,https://livingwage.mit.edu/counties/06007,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Butte County,California,https://livingwage.mit.edu/counties/06007,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Butte County,California,https://livingwage.mit.edu/counties/06007,Minimum Wage
0,$14.24,$33.75,$41.87,$54.45,$27.06,$31.78,$35.76,$39.50,$13.53,$18.46,$23.02,$27.46,Calaveras County,California,https://livingwage.mit.edu/counties/06009,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Calaveras County,California,https://livingwage.mit.edu/counties/06009,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Calaveras County,California,https://livingwage.mit.edu/counties/06009,Minimum Wage
0,$14.00,$33.30,$41.34,$53.68,$25.19,$31.40,$35.38,$38.96,$12.60,$18.23,$22.75,$27.07,Colusa County,California,https://livingwage.mit.edu/counties/06011,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Colusa County,California,https://livingwage.mit.edu/counties/06011,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Colusa County,California,https://livingwage.mit.edu/counties/06011,Minimum Wage
0,$21.88,$45.86,$56.70,$74.74,$34.27,$41.18,$45.16,$51.65,$17.14,$24.52,$30.43,$37.60,Contra Costa County,California,https://livingwage.mit.edu/counties/06013,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Contra Costa County,California,https://livingwage.mit.edu/counties/06013,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Contra Costa County,California,https://livingwage.mit.edu/counties/06013,Minimum Wage
0,$14.19,$33.48,$41.41,$53.44,$26.51,$31.70,$35.68,$39.08,$13.25,$18.32,$22.78,$26.95,Del Norte County,California,https://livingwage.mit.edu/counties/06015,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Del Norte County,California,https://livingwage.mit.edu/counties/06015,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Del Norte County,California,https://livingwage.mit.edu/counties/06015,Minimum Wage
0,$16.99,$37.56,$46.78,$61.66,$28.74,$34.49,$38.47,$43.42,$14.37,$20.37,$25.47,$31.06,El Dorado County,California,https://livingwage.mit.edu/counties/06017,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,El Dorado County,California,https://livingwage.mit.edu/counties/06017,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,El Dorado County,California,https://livingwage.mit.edu/counties/06017,Minimum Wage
0,$14.40,$34.08,$42.60,$55.40,$26.60,$31.72,$35.70,$39.27,$13.30,$18.63,$23.38,$27.93,Fresno County,California,https://livingwage.mit.edu/counties/06019,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Fresno County,California,https://livingwage.mit.edu/counties/06019,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Fresno County,California,https://livingwage.mit.edu/counties/06019,Minimum Wage
0,$13.74,$32.84,$40.84,$51.65,$24.88,$30.99,$34.97,$37.06,$12.44,$18.00,$22.50,$26.05,Glenn County,California,https://livingwage.mit.edu/counties/06021,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Glenn County,California,https://livingwage.mit.edu/counties/06021,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Glenn County,California,https://livingwage.mit.edu/counties/06021,Minimum Wage
0,$14.37,$34.70,$43.38,$56.69,$26.74,$32.17,$36.15,$40.06,$13.37,$18.93,$23.77,$28.58,Humboldt County,California,https://livingwage.mit.edu/counties/06023,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Humboldt County,California,https://livingwage.mit.edu/counties/06023,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Humboldt County,California,https://livingwage.mit.edu/counties/06023,Minimum Wage
0,$14.25,$33.91,$41.91,$53.62,$26.55,$32.07,$36.05,$39.05,$13.28,$18.54,$23.04,$27.04,Imperial County,California,https://livingwage.mit.edu/counties/06025,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Imperial County,California,https://livingwage.mit.edu/counties/06025,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Imperial County,California,https://livingwage.mit.edu/counties/06025,Minimum Wage
0,$15.77,$34.13,$42.74,$55.08,$26.60,$31.67,$35.65,$38.66,$13.30,$18.65,$23.45,$27.77,Inyo County,California,https://livingwage.mit.edu/counties/06027,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Inyo County,California,https://livingwage.mit.edu/counties/06027,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Inyo County,California,https://livingwage.mit.edu/counties/06027,Minimum Wage
0,$15.25,$33.67,$42.02,$54.70,$26.14,$31.46,$35.44,$39.05,$13.07,$18.42,$23.09,$27.58,Kern County,California,https://livingwage.mit.edu/counties/06029,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Kern County,California,https://livingwage.mit.edu/counties/06029,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Kern County,California,https://livingwage.mit.edu/counties/06029,Minimum Wage
0,$16.19,$34.29,$42.37,$55.17,$27.15,$32.35,$36.33,$40.33,$13.58,$18.73,$23.27,$27.82,Kings County,California,https://livingwage.mit.edu/counties/06031,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Kings County,California,https://livingwage.mit.edu/counties/06031,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Kings County,California,https://livingwage.mit.edu/counties/06031,Minimum Wage
0,$14.20,$34.08,$42.32,$55.11,$26.49,$31.99,$35.97,$39.81,$13.25,$18.62,$23.24,$27.79,Lake County,California,https://livingwage.mit.edu/counties/06033,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Lake County,California,https://livingwage.mit.edu/counties/06033,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Lake County,California,https://livingwage.mit.edu/counties/06033,Minimum Wage
0,$13.83,$32.89,$40.80,$52.89,$24.98,$31.13,$35.10,$38.56,$12.49,$18.03,$22.48,$26.68,Lassen County,California,https://livingwage.mit.edu/counties/06035,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Lassen County,California,https://livingwage.mit.edu/counties/06035,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Lassen County,California,https://livingwage.mit.edu/counties/06035,Minimum Wage
0,$19.35,$42.41,$51.91,$67.54,$32.08,$39.06,$43.03,$48.44,$16.04,$22.79,$28.04,$34.00,Los Angeles County,California,https://livingwage.mit.edu/counties/06037,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Los Angeles County,California,https://livingwage.mit.edu/counties/06037,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Los Angeles County,California,https://livingwage.mit.edu/counties/06037,Minimum Wage
0,$16.13,$34.70,$42.89,$55.86,$26.99,$32.66,$36.64,$40.69,$13.49,$18.93,$23.53,$28.16,Madera County,California,https://livingwage.mit.edu/counties/06039,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Madera County,California,https://livingwage.mit.edu/counties/06039,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Madera County,California,https://livingwage.mit.edu/counties/06039,Minimum Wage
0,$28.00,$55.92,$68.54,$90.04,$41.13,$49.45,$53.43,$61.60,$20.56,$29.54,$36.35,$45.25,Marin County,California,https://livingwage.mit.edu/counties/06041,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Marin County,California,https://livingwage.mit.edu/counties/06041,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Marin County,California,https://livingwage.mit.edu/counties/06041,Minimum Wage
0,$15.29,$34.12,$42.09,$53.61,$26.72,$32.31,$36.29,$39.13,$13.36,$18.65,$23.13,$27.04,Mariposa County,California,https://livingwage.mit.edu/counties/06043,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Mariposa County,California,https://livingwage.mit.edu/counties/06043,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Mariposa County,California,https://livingwage.mit.edu/counties/06043,Minimum Wage
0,$15.93,$35.43,$43.85,$57.10,$27.39,$33.17,$37.15,$41.26,$13.69,$19.30,$24.01,$28.78,Mendocino County,California,https://livingwage.mit.edu/counties/06045,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Mendocino County,California,https://livingwage.mit.edu/counties/06045,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Mendocino County,California,https://livingwage.mit.edu/counties/06045,Minimum Wage
0,$14.12,$33.53,$41.74,$54.27,$26.56,$31.47,$35.45,$39.06,$13.28,$18.35,$22.95,$27.37,Merced County,California,https://livingwage.mit.edu/counties/06047,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Merced County,California,https://livingwage.mit.edu/counties/06047,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Merced County,California,https://livingwage.mit.edu/counties/06047,Minimum Wage
0,$13.20,$31.90,$39.82,$51.10,$24.25,$30.14,$34.12,$36.77,$12.13,$17.54,$21.99,$25.78,Modoc County,California,https://livingwage.mit.edu/counties/06049,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Modoc County,California,https://livingwage.mit.edu/counties/06049,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Modoc County,California,https://livingwage.mit.edu/counties/06049,Minimum Wage
0,$16.41,$38.30,$48.71,$63.36,$28.04,$34.05,$38.03,$41.56,$14.02,$20.74,$26.44,$31.91,Mono County,California,https://livingwage.mit.edu/counties/06051,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Mono County,California,https://livingwage.mit.edu/counties/06051,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Mono County,California,https://livingwage.mit.edu/counties/06051,Minimum Wage
0,$19.74,$40.39,$48.98,$64.72,$31.71,$37.96,$41.94,$48.38,$15.85,$21.78,$26.57,$32.59,Monterey County,California,https://livingwage.mit.edu/counties/06053,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Monterey County,California,https://livingwage.mit.edu/counties/06053,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Monterey County,California,https://livingwage.mit.edu/counties/06053,Minimum Wage
0,$18.96,$42.26,$52.19,$69.54,$31.41,$38.48,$42.46,$49.17,$15.70,$22.71,$28.18,$35.00,Napa County,California,https://livingwage.mit.edu/counties/06055,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Napa County,California,https://livingwage.mit.edu/counties/06055,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Napa County,California,https://livingwage.mit.edu/counties/06055,Minimum Wage
0,$16.30,$36.62,$45.16,$59.25,$28.18,$34.23,$38.21,$43.04,$14.09,$19.89,$24.66,$29.86,Nevada County,California,https://livingwage.mit.edu/counties/06057,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Nevada County,California,https://livingwage.mit.edu/counties/06057,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Nevada County,California,https://livingwage.mit.edu/counties/06057,Minimum Wage
0,$22.44,$45.36,$55.85,$74.15,$34.10,$41.01,$44.99,$52.08,$17.05,$24.26,$30.01,$37.31,Orange County,California,https://livingwage.mit.edu/counties/06059,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Orange County,California,https://livingwage.mit.edu/counties/06059,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Orange County,California,https://livingwage.mit.edu/counties/06059,Minimum Wage
0,$16.99,$37.87,$47.40,$62.58,$28.74,$34.49,$38.47,$43.42,$14.37,$20.52,$25.78,$31.52,Placer County,California,https://livingwage.mit.edu/counties/06061,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Placer County,California,https://livingwage.mit.edu/counties/06061,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Placer County,California,https://livingwage.mit.edu/counties/06061,Minimum Wage
0,$13.90,$33.00,$40.91,$52.51,$25.27,$31.24,$35.22,$38.18,$12.63,$18.08,$22.54,$26.49,Plumas County,California,https://livingwage.mit.edu/counties/06063,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Plumas County,California,https://livingwage.mit.edu/counties/06063,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Plumas County,California,https://livingwage.mit.edu/counties/06063,Minimum Wage
0,$16.44,$36.58,$45.27,$58.89,$28.42,$34.04,$38.02,$42.24,$14.21,$19.88,$24.72,$29.68,Riverside County,California,https://livingwage.mit.edu/counties/06065,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Riverside County,California,https://livingwage.mit.edu/counties/06065,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Riverside County,California,https://livingwage.mit.edu/counties/06065,Minimum Wage
0,$16.99,$37.27,$46.20,$60.78,$28.74,$34.49,$38.47,$43.42,$14.37,$20.22,$25.18,$30.62,Sacramento County,California,https://livingwage.mit.edu/counties/06067,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Sacramento County,California,https://livingwage.mit.edu/counties/06067,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Sacramento County,California,https://livingwage.mit.edu/counties/06067,Minimum Wage
0,$19.43,$39.77,$48.50,$64.08,$30.44,$37.21,$41.19,$47.33,$15.22,$21.47,$26.33,$32.27,San Benito County,California,https://livingwage.mit.edu/counties/06069,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,San Benito County,California,https://livingwage.mit.edu/counties/06069,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,San Benito County,California,https://livingwage.mit.edu/counties/06069,Minimum Wage
0,$16.44,$36.31,$44.74,$58.09,$28.42,$34.04,$38.02,$42.24,$14.21,$19.74,$24.45,$29.28,San Bernardino County,California,https://livingwage.mit.edu/counties/06071,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,San Bernardino County,California,https://livingwage.mit.edu/counties/06071,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,San Bernardino County,California,https://livingwage.mit.edu/counties/06071,Minimum Wage
0,$21.26,$42.97,$52.44,$69.51,$32.45,$39.67,$43.64,$50.54,$16.23,$23.07,$28.30,$34.99,San Diego County,California,https://livingwage.mit.edu/counties/06073,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,San Diego County,California,https://livingwage.mit.edu/counties/06073,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,San Diego County,California,https://livingwage.mit.edu/counties/06073,Minimum Wage
0,$28.00,$56.11,$68.93,$90.62,$41.13,$49.45,$53.43,$61.60,$20.56,$29.64,$36.54,$45.54,San Francisco County,California,https://livingwage.mit.edu/counties/06075,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,San Francisco County,California,https://livingwage.mit.edu/counties/06075,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,San Francisco County,California,https://livingwage.mit.edu/counties/06075,Minimum Wage
0,$15.50,$35.56,$44.32,$58.06,$27.21,$32.95,$36.93,$41.19,$13.61,$19.36,$24.24,$29.26,San Joaquin County,California,https://livingwage.mit.edu/counties/06077,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,San Joaquin County,California,https://livingwage.mit.edu/counties/06077,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,San Joaquin County,California,https://livingwage.mit.edu/counties/06077,Minimum Wage
0,$18.44,$39.83,$49.00,$64.86,$30.26,$36.81,$40.79,$46.75,$15.13,$21.50,$26.58,$32.66,San Luis Obispo County,California,https://livingwage.mit.edu/counties/06079,Living Wage
